seller_id,total_orders,late_orders,total_gmv,avg_review,quadrant
0015a82c2db000af6aaaf3ae2ecb0532,3,0,2748.06,3.6666666666666665,Normal
001cca7ae9ae17fb1caed9dfb1094831,239,12,48349.22,3.902542372881356,Normal
001e6ad469a905060d959994f1b41e4f,1,0,267.94,1.0,Normal
002100f778ceb8431b7a1020ff7ab48f,55,9,2445.64,3.981818181818182,Critical
003554e2dce176b5555353e4f3555ac8,1,0,139.38,5.0,Normal
004c9cd9d87a3c30c522c48c4fc07416,170,10,27810.35,4.1437125748503,Normal
00720abe85ba0859807595bbf045a33b,26,2,3118.4,3.6538461538461537,Critical
00ab3eff1b5192e5f1a63bcecfee11c8,1,0,110.08,5.0,Normal
00d8b143d12632bad99c0ad66ad52825,1,0,137.1,5.0,Normal
00ee68308b45bc5e2660cd833c3f81cc,172,11,37126.37,4.3274853801169595,Normal
00fc707aaaad2d31347cf883cd2dfe10,135,5,25822.96,3.791044776119403,Normal
010543a62bd80aa422851e79a3bc7540,2,0,1447.95,4.5,Normal
010da0602d7774602cd1b3f5fb7b709e,5,0,5398.75,1.0,Normal
011b0eaba87386a2ae96a7d32bb531d1,2,0,258.32,4.0,Normal
01266d4c46afa519678d16a8b683d325,3,0,137.48,5.0,Normal
013900e863eace745d3ec7614cab5b1a,26,0,2659.19,4.730769230769231,Normal
014c0679dd340a0e338872e7ec85666a,15,2,8423.67,3.6666666666666665,Critical
014d9a685fd57276679edd00e07089e5,12,0,1317.47,3.8333333333333335,Normal
0176f73cc1195f367f7b32db1e5b3aa8,39,4,6521.0599999999995,4.0256410256410255,Critical
01bcc9d254a0143f0ce9791b960b2a47,11,0,1798.87,4.4,Normal
01c97ebb5cdac52891c0ed1c37ba0012,12,0,1193.8600000000001,4.083333333333333,Normal
01cf7e3d21494c41fb86034f2e714fa1,67,3,13190.22,4.212121212121212,Normal
01ed254b9ff8407dfb9d99ba1e17d923,5,0,1533.71,5.0,Normal
01fd077212124329bac32490e8ef80d9,39,1,3247.48,4.3076923076923075,Normal
01fdefa7697d26ad920e9e0346d4bd1b,131,7,18232.67,4.346153846153846,Normal
0241d4d5d36f10f80c644447315af0bd,246,11,42183.6,4.3061224489795915,Normal
0249d282d911d23cb8b869ab49c99f53,11,2,570.03,4.2727272727272725,Critical
024b564ae893ce8e9bfa02c10a401ece,8,0,4337.6,4.75,Normal
028872bfa080090a9d0abd4f1af168f8,3,0,353.61,5.0,Normal
02a2272692e13558373c66db98f05e2e,2,0,93.85,3.0,Normal
02b72cdeb9cfcc429f1af6f4e3f3b737,4,0,748.64,4.75,Normal
02c988090b766852e088c69d7fb3b551,17,0,2208.75,4.6875,Normal
02d35243ea2e497335cd0f076b45675d,16,4,8408.63,2.6875,Critical
02dcd3e8e25bee036e32512bcf175493,17,5,2388.71,3.588235294117647,Critical
02ecc2a19303f05e59ce133fd923fff7,24,0,7844.22,4.541666666666667,Normal
02f5837340d7eb4f653d676c7256523a,30,1,4463.88,4.833333333333333,Normal
02f623a8eb246f3c5f7c2f96462654e6,44,3,7207.63,4.558139534883721,Critical
0307f7565ff85b299b6e5ef162b1b1a9,7,0,5003.57,3.142857142857143,Normal
0336182e1b3e92f029d5354832045fdf,2,0,324.78,2.0,Normal
034b9387752bfa309f350a70cd45ffa3,8,0,240.26,4.5,Normal
038b75b729c8a9a04b0d07cba7eabe86,2,1,557.8499999999999,3.5,Critical
039b29ff3b3473435d0cd59040575de9,9,0,215.55,4.444444444444445,Normal
039e6ad9dae79614493083e241147386,5,1,13273.42,4.0,Critical
03a2a6dcbe45d639c4dc2a0d24769c40,9,1,1250.66,4.111111111111111,Critical
03bd479e1d9484cdb14104d3023f7321,3,0,596.41,4.333333333333333,Normal
0417b067eeab773d2f7061a726dc477f,13,3,2501.75,3.923076923076923,Critical
042573af89b6d931f672efaf789d8358,3,1,478.57,3.6666666666666665,Critical
04308b1ee57b6625f47df1d56f00eedf,94,7,63184.99,3.882978723404255,Critical
0432ead42b6c8a0bdf68154add917fdf,90,2,10455.7,4.477777777777778,Normal
044668ccd5316b12a7cf0d54a156e3e9,4,0,275.28999999999996,5.0,Normal
04843805947f0fc584fc1969b6e50fe7,2,0,2949.52,5.0,Normal
048c2757535328e0d7dac690ad3c0aae,51,6,10551.06,4.18,Critical
04aa0a1c5ce6b222003403a3e11c3cc0,17,2,14477.19,3.5294117647058822,Critical
04aba03279157f6d4e0fe8ccaf21963c,16,1,2922.33,4.3125,Normal
04e38a233f726ef161074ab1c9b0399a,28,1,2468.73,3.7857142857142856,Normal
04ee0ec01589969663ba5967c0e0bdc0,1,0,314.32,5.0,Normal
04fdea0c111866e6cf812f1570d6b5bd,10,1,1261.95,3.2,Critical
0509040ea3fe50071181bbc359eb7738,98,4,6114.06,4.5,Normal
052577151711aec5c744fe12e66db3e1,4,0,2970.42,2.25,Normal
054694fa03fe82cec4b7551487331d74,22,6,11588.36,3.3636363636363638,Critical
056b4ada5bbc2c50cc7842547dda6b51,66,7,13988.51,4.123076923076923,Critical
0570350b23eda5444f8d1d9544932058,11,0,2169.96,5.0,Normal
05730013efda596306417c3b09302475,4,0,1168.67,5.0,Normal
058cb5aeb36d7c0fcae20fc85d5e0a59,13,1,2226.0,3.3846153846153846,Critical
058fd0aa2bfdb2274e05e1ae971dabb6,64,5,9366.03,4.390625,Critical
05a48cc8859962767935ab9087417fbb,1,0,59.39,5.0,Normal
05a940b4ecae36cadfd8e93bd9c43257,10,0,1148.94,3.9,Normal
05aebce0b5c8f0d41b29b686f2d05fd3,2,0,120.88,5.0,Normal
05ca864204d09595ae591b93ea9cf93d,1,0,188.42,5.0,Normal
05d2173d43ea568aa0540eba70d2ca76,66,3,8262.74,4.0,Normal
05e107217c7266362fd44b75b2cd4cc4,8,2,405.31,4.125,Critical
05f51e13da97139648b8125c31e5f51b,63,9,17969.32,4.095238095238095,Critical
05feb94f19d094d4b0f9281f0b1d4c99,6,0,10050.04,4.5,Normal
05ff92fedb5be47920fea08e501238b9,62,2,26196.63,4.209677419354839,Normal
062c325cd6a2b87845fab56b4ec2eeae,2,0,157.07999999999998,5.0,Normal
062ce95fa2ad4dfaedfc79260130565f,60,2,10730.16,3.966666666666667,Normal
06532f10282704ef4c69168b914b77be,9,0,11634.64,4.222222222222222,Normal
06579cb253ecd5a3a12a9e6eb6bf8f47,72,7,8732.91,3.763888888888889,Critical
066a6914e1ebf3ea95a216c73a986b91,74,3,12362.42,3.9726027397260273,Normal
0691148aee60ca47977c187804f935ae,53,2,11084.460000000001,3.990566037735849,Normal
0692610d8abe24f287e9fae90ea0bbee,4,1,205.72,4.0,Critical
06a2c3af7b3aee5d69171b0e14f0ee87,405,78,51983.02,4.0,Critical
06bb3a2fe5e7b7a845b13e8fb91bd944,18,0,2028.66,4.611111111111111,Normal
06df0c10d34e459d9672bc77388742eb,30,1,12122.79,4.366666666666666,Normal
06e5eefc71ec47ae763c5c6f8db7064f,95,0,25884.28,3.903225806451613,Normal
07017df32dc5f2f1d2801e579548d620,9,0,1313.98,4.111111111111111,Normal
070d165398b553f3b4b851c216b8a358,39,4,6659.83,3.5,Critical
0725b8c0f3f906e58f70cbe76b7c748c,37,4,9035.79,3.581081081081081,Critical
0743a0239d764b9a0f959a57d07e36ab,4,0,403.22,4.75,Normal
0747d5bb69f0586cc869d8af4c50f93e,15,1,633.33,3.466666666666667,Critical
0761743cbffb25d7148189e9f1a5f03a,7,0,1267.6000000000001,4.285714285714286,Normal
077c5fae4bea9500e3737b16f71b9d3a,6,0,421.62,4.666666666666667,Normal
0791d9fc1e30678ecf03d3e55fa108d3,11,0,3943.31,2.727272727272727,Normal
079d295dcbf06ee8bb1b65ba964eb2b6,10,0,2142.99,4.8,Normal
07a9bc7f61396b658ddf3ac534efe44c,1,0,135.49,3.5,Normal
07bf9669d84d1f11be443a9dd938f698,24,0,3807.7599999999998,3.25,Normal
07d75e33f2750d97d467fb57e4dfdd8a,2,0,759.59,2.5,Normal
07de60b03d150fb3ea09eab5da5e4c8b,9,1,937.75,4.333333333333333,Critical
07e8e8fc5222bb358e6f259da3197074,2,0,74.86,4.0,Normal
080102cd0a76b09e0dcf55fcacc60e05,130,5,8507.97,4.492307692307692,Normal
080199a181c46c657dc5aa235411be3b,83,1,17035.9,4.609756097560975,Normal
08061dc0fc165ed41288cc7acde738ee,4,1,182.22,4.5,Critical
08084d990eb3f53af056ccbc1730c8a7,12,0,795.98,4.454545454545454,Normal
081acf3de680d554796c9cf041be7bc2,8,1,3075.25,4.125,Critical
082e0bf4cb865a6533b1e8e498cc0255,23,3,9205.03,3.3043478260869565,Critical
085f6f7e049c996695fb2074fe38d45e,8,0,549.62,3.625,Normal
08633c14ef2db992c11f840f04fad4cd,97,5,15190.23,4.237113402061856,Normal
0873d9f8f36123f8d910f4760e788cfb,6,2,7564.81,3.1666666666666665,Critical
0885aaf116795758dfeb5f1032487bcd,30,0,4244.75,4.2,Normal
0887a9f087bcd5d9f6642b52f897fc6c,12,1,1862.35,4.416666666666667,Critical
08ad4ac1388e4420ca531c3edfc46198,7,0,436.46000000000004,2.7142857142857144,Normal
08cdbae123ff67ca4e36d9d641ce0119,6,4,8378.119999999999,2.5,Critical
08d0949a9a17c027262db1f3c450c26c,12,0,699.54,3.7083333333333335,Normal
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,0,605.57,5.0,Normal
08d2d642cf72b622b14dde1d2f5eb2f5,21,2,1558.96,4.45,Critical
08f5819815f3d06545011850bd70f0a8,3,0,522.83,4.666666666666667,Normal
091065b789659bc3cd9af9cb3a6253ff,2,0,1444.37,3.5,Normal
0936e1837d0c79253456bbb2ffaaef10,2,0,140.04,5.0,Normal
093805f8f2aeb63881444571e1f48f30,27,1,2523.7200000000003,3.814814814814815,Normal
094ced053e257ae8cae57205592d6712,19,0,2122.26,4.052631578947368,Normal
0951a6e282947e09cd47969f4ed0b47f,7,0,580.3199999999999,4.857142857142857,Normal
09883d9ab71c8fe8a9bfc7fc3075b07e,5,1,406.16999999999996,3.4,Critical
099095b050cfe8eb1ddff5317587e96e,20,3,6527.030000000001,2.95,Critical
09bad886111255c5b5030314fc7f1a4a,5,0,560.36,5.0,Normal
09f952a5f58d2285b0372551ae8f9b01,56,3,16628.41,3.875,Normal
0a198e95d32b1be2da9424c962a6ebfa,1,0,86.67,5.0,Normal
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,0,484.8,5.0,Normal
0a85ebe4e328db81ac9109781205e2f7,12,1,926.42,4.583333333333333,Critical
0aa124728afc1131dff5655f4c6f487b,2,0,958.78,1.0,Normal
0aa2205ca24f113f4658a5c536667426,11,0,2892.9,2.8181818181818183,Normal
0ac4201fda2c68ebc0e47cb9423cf3c9,14,1,2021.3100000000002,4.285714285714286,Critical
0ad80de75c811326389cfb1daba7d45e,6,0,1564.72,5.0,Normal
0adac9fbd9a2b63cccaac4f8756c1ca8,142,6,31944.239999999998,3.8865248226950353,Normal
0ade5cc4a305ed7093a23f68ca47519c,2,0,201.27,5.0,Normal
0aea4c6ae1505b3228ddf3dd7822ee5b,8,2,1579.66,3.875,Critical
0af2ab31141893d26aca5a404a537dab,1,0,74.51,5.0,Normal
0af977692321d895349eded183341d28,2,0,277.22,4.5,Normal
0afccdb8a34ee5c79f7c06faf2b4d56e,25,2,1613.78,4.041666666666667,Critical
0b09101900100c0e9d312861fad5a1b9,1,0,206.65,4.0,Normal
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,0,1550.6399999999999,4.666666666666667,Normal
0b18d63d0cd1d723567903fd34a07df2,14,0,2815.87,4.785714285714286,Normal
0b1ca3ef18a63d7eb0c8897fa0849c08,1,0,62.87,5.0,Normal
0b35c634521043bf4b47e21547b99ab5,78,9,33971.22,3.4935064935064934,Critical
0b36063d5818f81ccb94b54adfaebbf5,15,0,11745.0,5.0,Normal
0b3f27369a4d8df98f7eb91077e438ac,2,0,171.39,4.0,Normal
0b46f784306be7200ca1700aa55d819f,1,0,30.86,5.0,Normal
0b64bcdb0784abc139af04077d49a20e,4,0,205.81,4.75,Normal
0b90b6df587eb83608a64ea8b390cf07,210,7,51466.99,4.002392344497608,Normal
0bae85eb84b9fb3bd773911e89288d54,146,1,12329.6,4.205479452054795,Normal
0bb27263628258b8111a0262769fa9db,1,0,33.16,5.0,Normal
0bb738e4d789e63e2267697c42d35a2d,31,1,3091.56,4.580645161290323,Normal
0be8ff43f22e456b4e0371b2245e4d01,180,11,17415.07,3.8944444444444444,Normal
0bebbb2cea103a4a020c95d43fd7d754,9,0,1514.34,4.888888888888889,Normal
0bf0150d5b9d60d9cd2906003332f085,62,9,14181.92,3.711864406779661,Critical
0bfd0b434243adc5c2e1aa6baf19c6aa,6,0,497.14,3.6666666666666665,Normal
0c7533c71df861ec58ad7ff999ed0e8d,73,3,5958.03,4.082191780821918,Normal
0c7f30ae9b147eca07affbef92832a6a,5,0,567.11,5.0,Normal
0c8380b62e38e8a1e6adbeba7eb9688c,220,10,31674.06,4.032110091743119,Normal
0cab2da43793a6f3c5ed8514c5f54627,3,0,366.9,5.0,Normal
0cbcee27c791afa0cdcb08587a2013a8,41,4,6714.19,3.8536585365853657,Critical
0d33a55da925bbf1ff02af5f6059fc7f,24,1,1201.63,4.5,Normal
0d4c8269e7f0401201794deef160edd6,4,0,1343.78,4.0,Normal
0d83f8e03188682112cc0d93523705cc,8,4,2288.81,2.75,Critical
0d85bbda9889ce1f7e63778d24f346eb,58,11,11373.58,4.211538461538462,Critical
0daf5180aa44356f60f8effa533b55a2,2,0,183.63,5.0,Normal
0db783cfcd3b73998abc6e10e59a102f,137,5,12427.960000000001,4.213235294117647,Normal
0dd184061fb0eaa7ca37932c68ab91c5,193,17,35563.15,3.953125,Critical
0ddefe3c7a032b91f4e25b9c3a08fca1,10,0,630.56,4.5,Normal
0df3984f9dfb3d49ac6366acbd3bbb85,89,1,12202.33,4.303370786516854,Normal
0dfbed20065e425d2eaefb101f9816c0,3,1,133.6,2.6666666666666665,Critical
0e44d110fa6a54e121cb2c095a77762f,6,1,293.38,4.333333333333333,Critical
0e72c1a751b496722a6cb1f10653b62a,3,0,192.1,4.666666666666667,Normal
0e982cff76cc0579f632cea8a0e38c9d,12,0,3395.76,3.25,Normal
0ea22c1cfbdc755f86b9b54b39c16043,269,2,20780.68,4.3226415094339625,Normal
0eaa7e33d73809f1f925f7d07c506cbd,15,0,1746.9,4.714285714285714,Normal
